"id","muestra","feature_id","feature_type","conteo_crudo","microbiota","tipo_tiempo"
"226","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS14895","gene","6179","1","preflight"
"227","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS14895","gene","6179","1","preflight"
"228","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS14895","gene","308","1","preflight"
"229","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS14895","gene","25029","1","preflight"
"230","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_PIT","gene-SAR_RS14895","gene","2204","1","preflight"
"231","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS14895","gene","240148","1","preflight"
"232","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ARM","gene-SAR_RS14895","gene","22287","1","preflight"
"233","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS14895","gene","39978","1","preflight"
"234","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_UMB","gene-SAR_RS14895","gene","42652","1","preflight"
"235","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS14895","gene","268932","1","preflight"
"236","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02385","gene","4","1","preflight"
"237","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02385","gene","2","1","preflight"
"238","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02385","gene","4","1","preflight"
"239","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02390","gene","12","1","preflight"
"240","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02390","gene","6","1","preflight"
"241","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02390","gene","6","1","preflight"
"242","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02390","gene","3","1","preflight"
"243","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02390","gene","12","1","preflight"
"244","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02395","gene","1","1","preflight"
"245","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02395","gene","1","1","preflight"
"246","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02475","gene","8","1","preflight"
"247","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02475","gene","25","1","preflight"
"248","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02475","gene","54","1","preflight"
"249","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02475","gene","8","1","preflight"
"250","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02495","gene","71","1","preflight"
"251","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02495","gene","28","1","preflight"
"252","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02495","gene","28","1","preflight"
"253","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02495","gene","45","1","preflight"
"254","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02495","gene","1","1","preflight"
"255","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02495","gene","71","1","preflight"
"256","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02505","gene","10","1","preflight"
"257","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02505","gene","12","1","preflight"
"258","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02505","gene","12","1","preflight"
"259","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02505","gene","21","1","preflight"
"260","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02505","gene","14","1","preflight"
"261","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02505","gene","10","1","preflight"
"262","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02515","gene","2","1","preflight"
"263","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02515","gene","377","1","preflight"
"264","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02515","gene","2","1","preflight"
"265","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02515","gene","51","1","preflight"
"266","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02515","gene","51","1","preflight"
"267","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02515","gene","72","1","preflight"
"268","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02515","gene","507","1","preflight"
"269","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ARM","gene-SAR_RS02515","gene","124","1","preflight"
"270","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02515","gene","9","1","preflight"
"271","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02515","gene","377","1","preflight"
"272","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02530","gene","46","1","preflight"
"273","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02530","gene","1","1","preflight"
"274","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02530","gene","1","1","preflight"
"275","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02530","gene","18","1","preflight"
"276","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02530","gene","45","1","preflight"
"277","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02530","gene","1","1","preflight"
"278","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02530","gene","46","1","preflight"
"279","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02540","gene","230","1","preflight"
"280","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02540","gene","80","1","preflight"
"281","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02540","gene","80","1","preflight"
"282","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02540","gene","199","1","preflight"
"283","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02540","gene","611","1","preflight"
"284","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02540","gene","47","1","preflight"
"285","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02540","gene","230","1","preflight"
"286","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02575","gene","26","1","preflight"
"287","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02575","gene","28","1","preflight"
"288","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02575","gene","28","1","preflight"
"289","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02575","gene","3","1","preflight"
"290","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02575","gene","26","1","preflight"
"291","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02590","gene","56","1","preflight"
"292","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02590","gene","35","1","preflight"
"293","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02590","gene","236","1","preflight"
"294","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ARM","gene-SAR_RS02590","gene","32","1","preflight"
"295","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02590","gene","56","1","preflight"
"296","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02595","gene","3","1","preflight"
"297","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02600","gene","71","1","preflight"
"298","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02600","gene","1","1","preflight"
"299","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02600","gene","1","1","preflight"
"300","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02600","gene","1","1","preflight"
"301","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02600","gene","88","1","preflight"
"302","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02600","gene","71","1","preflight"
"303","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02625","gene","18","1","preflight"
"304","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02635","gene","2","1","preflight"
"305","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02635","gene","8","1","preflight"
"306","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02635","gene","2","1","preflight"
"307","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02635","gene","5","1","preflight"
"308","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02635","gene","3","1","preflight"
"309","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ARM","gene-SAR_RS02635","gene","1","1","preflight"
"310","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02635","gene","8","1","preflight"
"311","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02645","gene","2","1","preflight"
"312","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02645","gene","2","1","preflight"
"313","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02645","gene","1","1","preflight"
"314","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02655","gene","12","1","preflight"
"315","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02655","gene","1","1","preflight"
"316","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02655","gene","12","1","preflight"
"317","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02655","gene","8","1","preflight"
"318","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02655","gene","8","1","preflight"
"319","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02655","gene","23","1","preflight"
"320","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02655","gene","2","1","preflight"
"321","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02655","gene","10","1","preflight"
"322","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02655","gene","1","1","preflight"
"323","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02660","gene","1","1","preflight"
"324","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_UMB","gene-SAR_RS02660","gene","7","1","preflight"
"325","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02665","gene","1","1","preflight"
"326","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02670","gene","6","1","preflight"
"327","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02670","gene","40","1","preflight"
"328","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02670","gene","6","1","preflight"
"329","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02670","gene","6","1","preflight"
"330","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02670","gene","27","1","preflight"
"331","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02670","gene","2","1","preflight"
"332","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02670","gene","40","1","preflight"
"333","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02675","gene","1","1","preflight"
"334","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02675","gene","1","1","preflight"
"335","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02675","gene","1","1","preflight"
"336","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02680","gene","232","1","preflight"
"337","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02680","gene","48","1","preflight"
"338","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02680","gene","48","1","preflight"
"339","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02680","gene","5","1","preflight"
"340","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02680","gene","86","1","preflight"
"341","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02680","gene","248","1","preflight"
"342","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ARM","gene-SAR_RS02680","gene","158","1","preflight"
"343","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02680","gene","64","1","preflight"
"344","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02680","gene","232","1","preflight"
"345","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02730","gene","1","1","preflight"
"346","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02730","gene","5","1","preflight"
"347","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02730","gene","3","1","preflight"
"348","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02730","gene","12","1","preflight"
"349","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02745","gene","72","1","preflight"
"350","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02745","gene","26","1","preflight"
"351","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02745","gene","26","1","preflight"
"352","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02745","gene","15","1","preflight"
"353","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02745","gene","44","1","preflight"
"354","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02745","gene","72","1","preflight"
"355","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02755","gene","6","1","preflight"
"356","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02755","gene","6","1","preflight"
"357","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02765","gene","1","1","preflight"
"358","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02765","gene","1","1","preflight"
"359","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02765","gene","1","1","preflight"
"360","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02765","gene","54","1","preflight"
"361","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02765","gene","2","1","preflight"
"362","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02765","gene","1","1","preflight"
"363","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02775","gene","10","1","preflight"
"364","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02775","gene","1","1","preflight"
"365","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02775","gene","10","1","preflight"
"366","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02805","gene","11","1","preflight"
"367","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02805","gene","2","1","preflight"
"368","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02810","gene","514","1","preflight"
"369","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02810","gene","38","1","preflight"
"370","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02810","gene","38","1","preflight"
"371","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02810","gene","41","1","preflight"
"372","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02810","gene","335","1","preflight"
"373","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02810","gene","419","1","preflight"
"374","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ARM","gene-SAR_RS02810","gene","178","1","preflight"
"375","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02810","gene","60","1","preflight"
"376","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02810","gene","514","1","preflight"
"377","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02815","gene","535","1","preflight"
"378","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02815","gene","46","1","preflight"
"379","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02815","gene","46","1","preflight"
"380","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02815","gene","43","1","preflight"
"381","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02815","gene","364","1","preflight"
"382","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02815","gene","333","1","preflight"
"383","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02815","gene","74","1","preflight"
"384","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_UMB","gene-SAR_RS02815","gene","87","1","preflight"
"385","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02815","gene","535","1","preflight"
"386","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02820","gene","4","1","preflight"
"387","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02820","gene","475","1","preflight"
"388","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02820","gene","4","1","preflight"
"389","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02820","gene","104","1","preflight"
"390","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02820","gene","104","1","preflight"
"391","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02820","gene","7","1","preflight"
"392","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02820","gene","443","1","preflight"
"393","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02820","gene","547","1","preflight"
"394","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02820","gene","156","1","preflight"
"395","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02820","gene","475","1","preflight"
"396","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02825","gene","252","1","preflight"
"397","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02825","gene","95","1","preflight"
"398","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02825","gene","95","1","preflight"
"399","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02825","gene","220","1","preflight"
"400","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02825","gene","619","1","preflight"
"401","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02825","gene","58","1","preflight"
"402","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02825","gene","252","1","preflight"
"403","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02835","gene","631","1","preflight"
"404","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02835","gene","126","1","preflight"
"405","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02835","gene","126","1","preflight"
"406","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02835","gene","25","1","preflight"
"407","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02835","gene","482","1","preflight"
"408","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02835","gene","398","1","preflight"
"409","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02835","gene","103","1","preflight"
"410","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_UMB","gene-SAR_RS02835","gene","135","1","preflight"
"411","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02835","gene","631","1","preflight"
"412","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02840","gene","4","1","preflight"
"413","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02840","gene","618","1","preflight"
"414","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_WEB","gene-SAR_RS02840","gene","4","1","preflight"
"415","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02840","gene","133","1","preflight"
"416","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAC","gene-SAR_RS02840","gene","133","1","preflight"
"417","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_ORC","gene-SAR_RS02840","gene","19","1","preflight"
"418","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_TZO","gene-SAR_RS02840","gene","704","1","preflight"
"419","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_GLU","gene-SAR_RS02840","gene","1037","1","preflight"
"420","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_NAP","gene-SAR_RS02840","gene","84","1","preflight"
"421","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_UMB","gene-SAR_RS02840","gene","10","1","preflight"
"422","GLDS-564_metatranscriptomics_metaT_I4_C001_L-3_EAR","gene-SAR_RS02840","gene","618","1","preflight"
